,nearest_farm
2621,8299.104585510362
2622,11145.602094236037
2623,5384.160350440719
2624,11502.454328110158
2625,15382.699655040198
2626,11530.352068810387
2627,11001.09522345518
2628,20640.701939567927
2629,12187.594883795831
2630,9894.42408488337
2631,15769.871423684277
2632,10361.418459046072
2633,18981.128652627725
2634,17521.549425642428
2635,4266.1304714019
2636,9795.576425921065
2637,7527.746794077655
2638,12045.311392223097
2639,16073.59457278182
2640,12434.895893080073
2641,7060.344948273838
2642,11808.776959657756
2643,7573.94903029847
2644,12850.891055408954
2645,16272.99294907912
2646,3171.2722966733786
2647,15863.314139216744
2648,8236.70913524811
2649,6776.352816761663
2650,9854.08977240145
2651,11373.72242134351
2652,6710.57878962303
2653,722.0073257891472
2654,8560.48197969382
2655,6054.799531342851
2656,4459.598684198602
2657,15102.331916089357
2658,10771.311000875456
2659,13522.481318899132
2660,12642.928927780325
2661,17452.388269915034
2662,17212.52554275246
2663,4460.9122605415905
2664,14856.4336287024
2665,7937.549451023342
2666,20194.769035502526
2667,19509.668828986665
2668,17689.352518778942
2669,19675.67988673017
2670,18117.192346466312
2671,15652.85564220916
2672,18838.440264772104
2673,15652.48894432743
2674,8107.688631138914
2675,8342.079052560946
2676,11380.338681480454
2677,18903.550051765735
2678,8751.586752734054
2679,18797.60885777653
2680,16035.163406355427
2681,8272.557783553691
2682,10864.96093276126
2683,19235.457176514243
2684,13398.310551201585
2685,7929.454023409087
2686,13585.815335486195
2687,18284.809902360248
2688,8413.716040718351
2689,7985.391785004845
2690,15257.208449054933
2691,16717.49087469649
2692,6260.122801254379
2693,17481.987077872556
2694,14306.871680181244
2695,11063.377480627843
2696,6139.420697833926
2697,11381.129186836508
2698,10480.644356754234
2699,13956.932980028301
2700,16966.594437948595
2701,15935.248279265463
2702,11368.307293250236
2703,6317.228686241592
2704,10879.311653656125
2705,18662.330939357038
2706,8403.787052718597
2707,12936.202185855083
2708,19595.62609387912
2709,11085.878225331657
2710,14626.367340826793
2711,16034.07958592207
2712,12178.59455597387
2713,2132.389912180433
2714,12962.862479659036
2715,2132.389912180433
2716,1665.6510221003525
2717,12989.010857556661
2718,21282.982519677025
2719,13144.385541194062
2720,10674.603596117808
2721,17313.80110136247
2722,16705.011585497654
2723,14763.837578503813
2724,11593.537782343607
2725,13724.190488581446
2726,10093.477193590332
2727,18223.19671094532
2728,10831.344601731385
2729,8070.448348298286
2730,14942.294121085393
2731,15634.335298133807
2732,16908.978142872846
2733,17117.551290124484
2734,18795.917615078473
2735,12082.66292427612
2736,19455.578249770373
2737,15238.21442542699
2738,3525.456704709694
2739,5897.573615594323
2740,15689.881889730685
2741,17465.27264753966
2742,17394.87063466911
2743,14821.669827796917
2744,14821.669827796917
2745,3597.867026166487
2746,23295.88355805019
2747,21421.454482260317
2748,1368.6080765714205
2749,12785.891639240215
2750,16728.121962822734
2751,21421.454482260317
2752,16176.89985346622
2753,9729.971362832193
2754,18265.400372552256
2755,21451.926371284873
2756,3998.8571576833333
2757,3437.6698077680257
2758,18379.978653615715
2759,10472.630873394653
2760,4040.027865896497
2761,12039.940047421442
2762,18654.179743025932
2763,17533.970882598212
2764,13078.30167397991
2765,11027.42663635056
2766,18346.16278395269
2767,11805.706305904845
2768,15856.882245947105
2769,3829.984509586938
2770,12796.627456365883
2771,18626.122399647844
2772,8417.572765426936
2773,19155.431676846107
2774,18453.42124813533
2775,14109.63980519565
2776,16743.673625532436
2777,15257.208449054933
2778,13260.921710577755
2779,1347.4292709255735
2780,15901.418071865195
2781,16591.17689992886
2782,8613.432458876474
2783,15639.011318845189
2784,18521.621290218387
2785,17883.554885004574
2786,15813.630155987104
2787,5672.921125315451
2788,12312.048180211457
2789,18602.784828140346
2790,6605.386485656821
2791,16988.603914296415
2792,15065.794654815018
2793,15776.334816517394
2794,16141.886014938196
2795,12086.811907033965
2796,14976.533631507098
2797,15601.830137089592
2798,16125.569994142677
2799,19903.35763497918
2800,21743.430192505515
2801,14237.581933243477
2802,14938.373442482009
2803,2911.0103812672014
2804,16759.768749063613
2805,18412.157971174616
2806,7785.579280112444
2807,18387.142912334573
2808,16676.064434148084
2809,14496.42617316025
2810,17687.29658518991
2811,9082.937545506054
2812,898.6578333676719
2813,17566.607356351982
2814,10881.977051954978
2815,12385.537353436313
2816,15765.79498635738
2817,12203.385016967208
2818,12919.861714531327
2819,12418.345062427614
2820,7504.46308715448
2821,15225.173832943823
2822,3605.3840868445004
2823,14996.98838044794
2824,7797.973154936853
2825,6456.347390916351
2826,14996.98838044794
2827,17531.77799776802
2828,10805.07249568896
2829,4171.043721163512
2830,12375.968648984177
2831,16014.193799717581
2832,11496.596451240655
2833,12375.968648984177
2834,17557.348838066064
2835,14305.39791843118
2836,11599.225946056213
2837,13805.339018464492
2838,6108.89017162126
2839,11112.326733823133
2840,18895.176375714575
2841,12664.151233736004
2842,16828.771750154876
2843,17132.686465197738
2844,4348.037164908204
2845,11816.59960139489
2846,8911.359958436382
2847,3088.862492114797
2848,10176.6568241412
2849,11072.120030825052
2850,13204.786939812264
2851,20616.67904611029
2852,16771.903575334934
2853,12557.331717457573
2854,7557.321534293343
2855,21063.312201918954
2856,14876.924389853846
2857,14127.51394907205
2858,18081.945195768352
2859,9547.847565318101
2860,17779.357202683583
2861,10001.472994654874
2862,9750.7994366913
2863,16001.388407823933
2864,18792.49363654115
2865,3979.0559480697975
2866,9867.11232576925
2867,15948.516973854861
2868,7483.710879576906
2869,2767.8123972442822
2870,6441.756044647784
2871,15976.657361006495
2872,9967.806649641101
2873,17080.595571928963
2874,6894.234570972621
2875,3433.81112974019
2876,15509.414936643563
2877,16184.516002850292
2878,8986.562982008325
2879,10607.628802835758
2880,11092.583675112273
2881,8879.314155006236
2882,18816.096426106466
2883,6311.028211206658
2884,17480.461637976096
2885,16387.593747865318
2886,7160.954872995741
2887,14910.722556181112
2888,14976.033271948923
2889,5879.691281097645
2890,17376.220013693477
2891,17376.220013693477
2892,16107.612376340838
2893,18096.41866275822
2894,10923.222892509282
2895,18503.946130107084
2896,1681.6390415987219
2897,2913.605932819177
2898,4777.864569152902
2899,14506.72308678342
2900,6790.011590384682
2901,17969.63093653034
2902,13533.731257901925
2903,4053.16735915224
2904,12459.241767590958
2905,18014.823293830268
2906,8264.348221061326
2907,2913.605932819177
2908,19214.749724483238
2909,12949.463142818637
2910,22323.693903442778
2911,16847.435020455338
2912,18859.510384388854
2913,6542.347485100001
2914,17250.14009001583
2915,6260.22690783233
2916,13891.321917423556
2917,16302.711664419823
2918,17388.70569600401
2919,16206.597933070116
2920,16440.326167634852
2921,15856.438613299162
2922,8742.578382789383
2923,12437.368516013108
2924,17599.145568634664
2925,21553.73507990104
2926,15891.629586733883
2927,3723.1755765314288
2928,13542.660017730703
2929,16026.506497771114
2930,15704.775915421531
2931,12740.94256478834
2932,18646.472157742006
2933,20163.85929298516
2934,11896.31465604622
2935,18654.81707221764
2936,9008.970451933606
2937,9499.31125791637
2938,9601.960432527956
2939,19921.61070616843
2940,19300.101070335666
2941,19093.684165447652
2942,14655.814224919044
2943,12850.114653225746
2944,11139.450837209102
2945,7486.793933775706
2946,7647.291959859764
2947,18360.25408790646
2948,19854.122617445413
2949,8657.589462663247
2950,3545.576821620823
2951,12237.532891267292
2952,13697.156741805873
2953,12014.48816981947
2954,18386.320832712074
2955,10891.267041434676
2956,17735.281460303373
2957,9682.875792229945
2958,13942.95932590721
2959,22916.392514178482
2960,18088.57517658194
2961,11872.400513285718
2962,10683.226009640775
2963,16500.89501683773
2964,9322.891196260916
2965,15590.889131559086
2966,4556.996801528253
2967,15901.418071865195
2968,16853.777993394655
2969,13629.174953162918
2970,4482.1334323930705
2971,14345.719334162153
2972,14563.248671182364
2973,16210.438014571926
2974,15662.701184703861
2975,6815.792856695076
2976,13141.93122866381
2977,11747.087474067639
2978,13922.163392649372
2979,15797.18958013805
2980,19853.19763736024
2981,1536.8419764888727
2982,14308.70195736718
2983,10545.05427904923
2984,5843.602516225787
2985,15083.496934452638
2986,19696.191616749395
2987,4685.020300897429
2988,9713.694657149721
2989,14035.552934995923
2990,10479.441292336034
2991,3950.9885958229647
2992,654.9249533932325
2993,1891.2024478217133
2994,8387.012425786568
2995,18029.96553102465
2996,12168.657212202219
2997,14978.785230811882
2998,6619.937722765481
2999,10108.706387534903
3000,9767.297177450138
3001,9982.898935304018
3002,1038.4240052508378
3003,15066.771902146656
3004,13698.768215472095
3005,18130.215378356887
3006,13835.302582822884
3007,17531.77799776802
3008,16704.896693749488
3009,4979.808215248553
3010,12092.658705972959
3011,12988.82889727065
3012,18981.467187781996
3013,15322.568243745915
3014,6362.887949079789
3015,5068.958568305441
3016,6654.786703901845
3017,11005.33335352853
3018,19345.223164880495
3019,13988.147446320962
3020,14798.472691996341
3021,13533.944708704441
3022,11601.721595564402
3023,3680.316928104663
3024,13513.513886976933
3025,15794.517498218596
3026,9404.292409338552
3027,14420.690476856937
3028,13621.066796188998
3029,7595.245499228921
3030,17149.839137010247
3031,7823.151946775709
3032,16209.266606480189
3033,12225.17141508148
3034,5934.686899701691
3035,9075.949166829238
3036,6703.2569411433105
3037,16003.585091822853
3038,7336.037296428691
3039,7615.499486421742
3040,7984.025168419234
3041,15347.886579037873
3042,14391.647716411975
3043,9423.679067315767
3044,15597.877008083544
3045,8160.124567502194
3046,17572.935762913698
3047,12876.905114759107
3048,14191.073442937324
3049,14847.603486965
3050,17359.05588033612
3051,7916.274104621412
3052,7760.719298709036
3053,16798.720300186058
3054,12196.743221564104
3055,5716.374622061406
3056,8271.29981502743
3057,7628.009829836734
3058,17753.092403346283
3059,6554.417412859653
3060,19861.863534339547
3061,12176.251843405875
3062,8252.761165693913
3063,8637.18952461323
3064,7571.666143826776
3065,13339.038237159593
3066,14569.332459605308
3067,19445.74143105428
3068,5739.292647595059
3069,17633.00884339698
3070,20079.14708515105
3071,17633.00884339698
3072,9527.697001509918
3073,13961.404654990029
3074,6795.676460490526
3075,13150.719508669219
3076,14942.294121085393
3077,9583.596884094799
3078,1776.0385339357013
3079,15802.537632384565
3080,16098.654316417962
3081,6644.316488109908
3082,14626.304301841617
3083,11854.654067963058
3084,18767.83630245189
3085,6033.580863540985
3086,10955.349445935708
3087,13719.944496917677
3088,15371.667872428818
3089,19861.76209461252
3090,18940.26718479827
3091,8512.461262442368
3092,18662.330939357038
3093,7778.511976064958
3094,7014.44609103792
3095,18948.593160695134
3096,2821.6248652047134
3097,7691.084593204379
3098,15040.025048958596
3099,19493.18930678338
3100,16673.284124748774
3101,15620.515274891011
3102,16673.284124748774
3103,5597.929131016314
3104,15404.207771002895
3105,17470.32596720633
3106,18428.66492571538
3107,20228.42482310323
3108,18059.440666424274
3109,16064.995483837458
3110,8912.127109984025
3111,12975.286819499792
3112,9671.613814707132
3113,20739.941373397636
3114,15987.38252682888
3115,13099.164245883147
3116,15994.210351921072
3117,8731.275844629427
3118,18900.498683751906
3119,19974.547942875175
3120,10464.882637103698
3121,15885.741741254169
3122,8998.183218529475
3123,13794.535934062107
3124,22453.945780058275
3125,18790.364782711924
3126,15620.739871244732
3127,5934.0850517403
3128,15268.708849569894
3129,17316.697331018888
3130,10551.796592867924
3131,12449.619786330162
3132,11361.06416874672
3133,9091.765751980058
3134,11248.59396734877
3135,3489.74132223839
3136,17040.07774053434
3137,8116.4572920767405
3138,18318.01249689379
3139,9355.860765002557
3140,6168.862662997995
3141,11455.759788417052
3142,3426.7754932614994
3143,7138.994728324495
3144,14766.212269113534
3145,7290.164610246565
3146,19214.715963771603
3147,8809.326250714232
3148,7718.440692614625
3149,18705.722022158592
3150,13450.309840192327
3151,17137.657498430683
3152,12888.526721096972
3153,14445.255440087587
3154,12870.397772639968
3155,13222.37501607306
3156,17889.523338495226
3157,10420.142684739401
3158,18086.76518549514
3159,16700.043933370776
3160,4220.4468052889415
3161,7768.273292482724
3162,5175.704772148875
3163,4859.4975618320395
3164,6615.509071387074
3165,18086.76518549514
3166,19323.43577813433
3167,19712.80882496883
3168,10500.118235079553
3169,18076.49448191069
3170,8297.551947722102
3171,5277.639749160668
3172,8472.794460939545
3173,16821.6859111993
3174,14341.823074877087
3175,10993.857204048712
3176,19115.051781864848
3177,7783.519328391511
3178,6741.848852827756
3179,11481.372740916071
3180,1032.2722749102982
3181,7074.099840914221
3182,9659.28385395788
3183,20400.592458036957
3184,14331.739540568988
3185,6440.771979367831
3186,16018.191348090528
3187,15607.963160836007
3188,6506.353475799478
3189,9703.416873083184
3190,18101.312952956665
3191,12112.16259550847
3192,6551.533586048788
3193,10300.540151042589
3194,10903.294604001168
3195,16705.011585497654
3196,6022.704478342137
3197,14960.683163100412
3198,18555.660047918995
3199,3944.186453920349
3200,11640.658690137905
3201,4004.0056260467277
3202,5519.672629300362
3203,17666.410885674348
3204,17703.61330126228
3205,18413.723431913288
3206,11049.46952335751
3207,18074.13178115813
3208,8334.657398518395
3209,17582.85033841496
3210,17582.85033841496
3211,4437.570067745721
3212,15199.183308572916
3213,15319.533997873212
3214,23602.03268109873
3215,14666.124029721097
3216,8295.009658078927
3217,16892.570267102015
3218,16118.75424498477
3219,23515.162365196
3220,3109.315987506917
3221,17091.94141048036
3222,15087.637300147357
3223,13151.71758831041
3224,18253.46163562929
3225,13809.269814468244
3226,13601.22148794012
3227,5688.739733146795
3228,9644.496519712773
3229,17810.326462946356
3230,13947.009495828344
3231,18158.972305660696
3232,8618.551509764064
3233,12071.354110886938
3234,11007.723408792466
3235,14373.418246613834
3236,5196.477419583471
3237,14871.853567522225
3238,15059.026626536712
3239,16462.207927937267
3240,11192.526927598261
3241,13844.09212808292
3242,17617.322867921943
3243,14236.517916328035
3244,7392.381976546673
3245,16120.298204206563
3246,17099.401591539587
3247,7479.845166433145
3248,18383.60034103896
3249,16937.686580864756
3250,18383.60034103896
3251,6829.996493129465
3252,16593.733531040227
3253,13396.918894395458
3254,8850.544577267694
3255,7371.336164164497
3256,17590.10843199316
3257,15278.569626217339
3258,13964.795478399321
3259,18249.614986642413
3260,16982.870063318747
3261,18367.940404874415
3262,4526.466504434234
3263,7192.82812668664
3264,7288.505660606639
3265,13298.015866956848
3266,18663.06145314362
3267,10930.392627683546
3268,20452.629400549184
3269,13301.558797664426
3270,11674.974656964241
3271,14136.887337000786
3272,17748.78561228428
3273,13256.812064932801
3274,6135.955907201735
3275,3924.6472056341713
3276,9709.420677289412
3277,12460.66118574919
3278,12111.578450166075
3279,9377.543627722105
3280,17755.00040156723
3281,6705.731029045047
3282,18573.929507021647
3283,9557.85707219177
3284,18503.803992052024
3285,14101.667815718127
3286,14796.68101167756
3287,16944.62502698617
3288,14354.323328010949
3289,15830.473011383763
3290,17972.149387256886
3291,11566.831933953747
3292,3874.481720043484
3293,8950.135411452475
3294,17660.163939970887
3295,19621.630989243375
3296,17151.552621254916
3297,15751.720709048011
3298,23727.540512149262
3299,3333.416861451949
3300,16153.733816506177
3301,12371.943812043373
3302,7061.515308049086
3303,10626.611498027887
3304,15306.788326951644
3305,7424.431782309527
3306,7735.276522088981
3307,6825.0450558242
3308,17717.49322851854
3309,5535.293216370605
3310,11101.186287437182
3311,4243.564665944561
3312,12214.169404229357
3313,3955.5132179023763
3314,17910.503546770527
3315,17384.358719897824
3316,18284.33897899845
3317,12057.051600681467
3318,18598.464346570872
3319,14360.126940089904
3320,12273.04142007497
3321,11025.907235131283
3322,14153.380913303356
3323,18953.32333935889
3324,9913.771947308818
3325,15684.59460475861
3326,11246.166199043724
3327,18953.32333935889
3328,14584.734613788689
3329,12779.307972217393
3330,9542.885459238572
3331,9542.885459238572
3332,4487.431902105379
3333,11939.565801451425
3334,2833.5548200041453
3335,17838.19286291275
3336,13067.768914451332
3337,18927.8340386929
3338,8512.775319580114
3339,19296.573903419314
3340,7345.920106848459
3341,13970.028281173809
3342,13540.180829966666
3343,12837.739081847149
3344,13123.935665313838
3345,6260.225574596257
3346,9120.208219647488
3347,15662.246859649864
3348,17368.23803322873
3349,10607.306420244555
3350,15399.275673456623
3351,13680.216233882327
3352,20004.57197216434
3353,11860.807202488333
3354,16121.153759455532
3355,12848.167232639917
3356,7558.792578927441
3357,16061.457035836702
3358,6308.037012076393
3359,17462.554041133917
3360,15443.253102651568
3361,22922.98617326002
3362,15076.684820628245
3363,12490.823405327043
3364,16495.00165952744
3365,11802.24005044965
3366,5057.642719500958
3367,22929.95929611589
3368,15535.345345005197
3369,12931.96884810331
3370,6703.2569411433105
3371,7753.401023170757
3372,17456.922920185032
3373,21003.343397647983
3374,16888.786841959536
3375,9303.33594845828
3376,16994.825958704176
3377,16931.34523002056
3378,6806.732567035567
3379,15470.002684665556
3380,15886.52668887099
3381,9195.311403877387
3382,15997.560595533158
3383,6219.478092493004
3384,16090.172967135486
3385,15347.258226066493
3386,15510.866025414683
3387,8131.049565186274
3388,18113.608303333574
3389,15959.463118469637
3390,17621.402303452724
3391,16213.28875619015
3392,13673.009700673574
3393,9428.67669839901
3394,16670.13669886671
3395,17856.257550189905
3396,13710.778144349206
3397,16542.895098078927
3398,14363.695406972472
3399,16710.049909709385
3400,16341.461037084813
3401,8754.302816194844
3402,8157.437569026839
3403,11708.730584068451
3404,15309.835567142778
3405,14730.766661757834
3406,17687.701285308565
3407,10624.738630493866
3408,3366.7878743872943
3409,11230.636400453799
3410,5898.442249202537
3411,1434.6285726283245
3412,12937.549456956302
3413,16845.296162985913
3414,11161.274326802808
3415,15997.006027563968
3416,18165.295789647826
3417,7544.632809254238
3418,15705.51807802758
3419,15691.571880492555
3420,14478.684080301175
3421,10101.091774740398
3422,18431.458739933983
3423,11873.1214591162
3424,15641.209513633685
3425,12096.153230140728
3426,17870.204685480487
3427,3126.59996615878
3428,10727.267302352366
3429,16911.451648934297
3430,7497.024121204817
3431,10319.475945995322
3432,20423.97726065226
3433,4491.679174552536
3434,13021.903964323446
3435,5878.317021660213
3436,11022.667755821474
3437,12464.005918193396
3438,5922.31952473333
3439,10479.732268457576
3440,5260.384419599557
3441,13919.046142258421
3442,12925.56951127861
3443,17903.141723374447
3444,16439.128255805284
3445,12334.270503517335
3446,6915.09578857823
3447,15088.852905030137
3448,20062.460647506326
3449,12383.582050153951
3450,5933.2491928445825
3451,7456.011741073711
3452,18165.295789647826
3453,8790.352038433404
3454,7495.089592225121
3455,12292.638637728285
3456,11795.535124717708
3457,15804.334243849918
3458,19137.712496492004
3459,19827.160609528524
3460,18620.138835097347
3461,15029.520628194525
3462,13575.112915241209
3463,16882.18112755227
3464,17543.63432413911
3465,7224.059995641178
3466,12348.442413774404
3467,17445.022136505515
3468,16866.566939819902
3469,9240.572637883355
3470,8464.808477399147
3471,18659.772063169516
3472,5675.219474829596
3473,13348.441255533593
3474,3433.3740434470446
3475,15027.497354810956
3476,6965.94544508284
3477,17697.59780815873
3478,14614.981736415592
3479,7254.865528736141
3480,10987.432477592416
3481,7684.739638022914
3482,7767.037766091903
3483,8774.125031956937
3484,7737.117604886273
3485,19155.61278419781
3486,4779.372769681048
3487,15900.825607289578
3488,8001.124363915232
3489,13173.22916082085
3490,12693.831121788638
3491,18069.800414156594
3492,12212.948837407346
3493,9493.847590727813
3494,12520.918764395972
3495,8760.456699607259
3496,8760.456699607259
3497,5696.868975434842
3498,4317.888225446835
3499,17734.417109739952
3500,17582.85033841496
3501,14046.715575364591
3502,8255.545849369371
3503,16427.767410096698
3504,11776.58419549494
3505,19808.994857712372
3506,4258.700958917496
3507,8991.979909442049
3508,16069.036064009793
3509,19625.193417250954
3510,12676.007710932541
3511,16972.438787933297
3512,8879.004298045467
3513,6836.616809544608
3514,15440.550424274434
3515,1192.0705857869184
3516,12438.86482460501
3517,17051.478718025235
3518,3333.6282234086716
3519,18414.07836695392
3520,9767.582394195697
3521,9469.666329631953
3522,4062.4311387868706
3523,16731.953618147538
3524,12282.466573700878
3525,11992.051489035894
3526,11611.433278236895
3527,17977.232418100863
3528,10052.748432486062
3529,19134.943259412536
3530,15757.677990033337
3531,18111.390413585537
3532,2319.084090914892
3533,18820.61294079241
3534,13166.306986880949
3535,17377.537088978617
3536,17043.12921917982
3537,17751.529595920372
3538,18007.251678242148
3539,12399.24789083062
3540,16208.705957549768
3541,9462.875114285247
3542,7893.63018984551
3543,10869.821114401802
3544,17415.953570201862
3545,12598.052302085503
3546,8071.267027774593
3547,17922.528669878007
3548,15746.905915552845
3549,8254.22937160428
3550,16404.747583858058
3551,4859.105608479405
3552,19615.445387422616
3553,7360.052824441945
3554,7387.143837712751
3555,15926.236333035897
3556,16988.182777256236
3557,12852.463477822592
3558,10660.187774145796
3559,3969.656816193073
3560,17091.970856761563
3561,18576.172501745248
3562,16555.614546444373
3563,15884.419778730908
3564,16645.2850528799
3565,15074.117671739346
3566,13743.429943955894
3567,7447.932687791365
3568,20816.789771638083
3569,19694.913092962266
3570,4677.951691185975
3571,15746.087268896801
3572,17661.94360305105
3573,4226.67811832241
3574,12143.958947614852
3575,15796.375855145949
3576,15836.351365029803
3577,3497.182001725216
3578,10508.283351527469
3579,13296.650382129477
3580,12212.948837407346
3581,7020.5734647946565
3582,11243.185344279322
3583,7469.271437527645
3584,13698.19414014524
3585,15285.288183567438
3586,16010.17692276425
3587,9821.919831326835
3588,17605.403177577977
3589,8411.441297374411
3590,4078.607858545299
3591,11181.080638831803
3592,9980.834030960565
3593,13329.541264269903
3594,18520.579150284415
3595,19327.90181192979
3596,8198.870993871351
3597,13331.658339150266
3598,16680.871196904347
3599,16680.871196904347
3600,16626.381703179544
3601,10459.256609850194
3602,15950.938795618911
3603,8928.896836913675
3604,10816.627880789561
3605,13241.893676695847
3606,14182.652682838712
3607,18707.6184853789
3608,7170.349692764975
3609,17481.482926136454
3610,16417.196245032384
3611,8392.101479743478
3612,17456.95280449561
3613,11186.609906071699
3614,18286.375320992785
3615,4042.169713035963
3616,3876.5457384488213
3617,9913.84978135523
3618,16502.038857246338
3619,4110.738235467329
3620,6094.039023911545
3621,9768.976140786253
3622,8968.622845335221
3623,15322.992676906497
3624,4124.103612462061
3625,11131.087993675508
3626,18157.90288532697
3627,15783.329075464866
3628,15031.551316049978
3629,9351.221822011152
3630,2522.5028603851083
3631,13493.072527332148
3632,3451.9589464841943
3633,11940.380850414347
3634,3427.2083651218136
3635,18649.89760809735
3636,7446.449799118371
3637,4131.873581354429
3638,8882.122750761831
3639,10264.467573523949
3640,15198.596315994357
3641,6372.08069407362
3642,22018.181465915335
3643,18094.292389487404
3644,12379.741272815078
3645,17474.911733579895
3646,13863.73136389733
3647,6641.892163779897
3648,19308.658183310155
3649,8497.651528956407
3650,6099.662205408676
3651,5514.848306020739
3652,17186.460879260034
3653,15701.925695028207
3654,18790.364782711924
3655,13624.190617727196
3656,8755.801048853731
3657,18605.5047646856
3658,17960.372619887396
3659,15478.04245017703
3660,10413.343411807202
3661,17955.31297806908
3662,18609.788999678516
3663,10267.056396003045
3664,12066.155360400637
3665,16171.182425582107
3666,17334.735382844847
3667,7708.419966451613
3668,13316.466843383589
3669,17469.478234868093
3670,7377.526323663157
3671,3896.417588992224
3672,16171.182425582107
3673,12379.635428548447
3674,11325.107751111947
3675,7354.087223128484
3676,17402.97343131431
3677,17906.786436887716
3678,13675.602098419535
3679,23338.521050082247
3680,15682.994398360373
3681,14361.510398179871
3682,14974.250813561675
3683,11091.37437743309
3684,13065.367827364167
3685,10249.361552212487
3686,1341.2634645640976
3687,13540.241481134706
3688,21343.21022190144
3689,18173.931349094968
3690,7737.8346618301475
3691,21466.47328460103
3692,10091.78973484642
3693,9482.814545699832
3694,15342.061798166427
3695,12318.30631307533
3696,15886.246187257593
3697,10289.487880997296
3698,3967.3758587864213
3699,3515.8375397933933
3700,7181.441051672947
3701,10824.013752939745
3702,15280.615919887614
3703,11840.515115907
3704,10824.013752939745
3705,14679.737088244528
3706,6284.8604035060025
3707,10024.10011992429
3708,19360.797258309456
3709,7058.543553253248
3710,13183.691634205255
3711,17104.647196038153
3712,14308.307266078577
3713,4475.39704414525
3714,14795.317394670517
3715,6128.209447989942
3716,17765.247387371397
3717,10342.554287276253
3718,13640.927353618625
3719,11500.119909911395
3720,1456.6041224378807
3721,13101.574500872868
3722,12351.31295427758
3723,15887.803807272327
3724,2836.3601840783963
3725,5875.434390135656
3726,18510.30316954243
3727,15474.92913386375
3728,19038.44718937242
3729,836.8590945357539
3730,14614.407433648663
3731,18883.35987393573
3732,22547.62611728696
3733,6000.687377140674
3734,20233.587055151806
3735,12787.91511099723
3736,16357.95068946696
3737,8103.620778068972
3738,16357.95068946696
3739,10745.254569021994
3740,21281.004085427252
3741,16653.25996091986
3742,15099.023032578621
3743,1701.7327405881792
3744,14724.657187582528
3745,1913.1570720993268
3746,11975.282994726915
3747,8464.811997610845
3748,19317.16858305406
3749,2694.1188839489732
3750,8501.24403146418
3751,15302.222880335075
3752,11748.966969718704
3753,16809.938882882496
3754,19369.480307683407
3755,8652.901535265908
3756,6473.537768094653
3757,17299.414339195842
3758,5883.027176168646
3759,7073.466203266396
3760,19258.57019978495
3761,19016.534169591007
3762,15891.629586733883
3763,16352.438503924555
3764,7144.659228941558
3765,11919.535561657764
3766,7496.451227420631
3767,9613.80771057516
3768,5462.049696951839
3769,1535.1459255649831
3770,1535.1459255649831
3771,9388.359066170673
3772,9233.679194586819
3773,1037.4754246797802
3774,3168.3308594870796
3775,8105.627417232165
3776,13401.888213316302
3777,16009.413815144288
3778,9424.021968175923
3779,9332.251265827645
3780,10268.983342880938
3781,16872.65540992103
3782,12896.61429015709
3783,15934.498602554166
3784,15872.683237624573
3785,8273.556762452154
3786,8366.47997818811
3787,11477.431606347074
3788,9602.790108468467
3789,14102.53850894584
3790,17293.781336633638
3791,14866.60362712944
3792,17277.01513585089
3793,15606.878199453173
3794,14853.863702746985
3795,7487.121455364414
3796,10404.828806883774
3797,9366.041111242275
3798,14890.36025019757
3799,18405.519800465943
3800,14983.525452246202
3801,18242.63243741359
3802,16340.254216095984
3803,18233.53606654278
3804,9598.9838093484
3805,7690.403470249593
3806,13557.744048191827
3807,10655.62998526932
3808,857.4388145879259
3809,12547.100522999914
3810,13136.172636830994
3811,11409.346207993216
3812,8113.32959087427
3813,8113.32959087427
3814,16843.06599437317
3815,10739.264537714336
3816,17314.17584480169
3817,6496.91771825085
3818,9607.126413362317
3819,17179.326126854638
3820,3338.5103669435625
3821,16889.07220677613
3822,6620.405419754449
3823,10331.965229916184
3824,13950.533909109272
3825,6908.616077243452
3826,7350.268133335444
3827,18527.87761901971
3828,3392.498579486342
3829,10251.706817753966
3830,15624.432378833555
3831,14419.14790535721
3832,14966.741857179535
3833,14836.242647497034
3834,4392.0530801807345
3835,8642.26905658564
3836,7103.517288314735
3837,16798.51437133474
3838,18919.480496460947
3839,8201.366988343281
3840,2624.4574461029424
3841,3506.59555110951
3842,15886.026332186426
3843,7088.164849439693
3844,7585.030678720032
3845,20881.74940129107
3846,4780.632048635939
3847,13980.983742836303
3848,15199.183308572916
3849,19748.948745751288
3850,6390.32620743182
3851,20000.45357963321
3852,19120.54967534675
3853,18813.999767489215
3854,7203.996837031607
3855,12990.532733945436
3856,16292.87494691787
3857,16394.08334550266
3858,7357.018546571183
3859,9005.797896114434
3860,12864.074312866438
3861,12272.25078249656
3862,6360.815142932918
3863,6169.011386853105
3864,11253.992568663354
3865,16694.548471455993
3866,15021.712827648444
3867,16435.66640813819
3868,2187.259197189831
3869,15674.206394871113
3870,13543.463401379146
3871,6848.252363316212
3872,8456.57891500412
3873,14656.258617926183
3874,18808.370430569892
3875,9734.273133621376
3876,17950.017083581508
3877,12937.341727110339
3878,17744.17642689902
3879,13249.393145785149
3880,4279.759030440252
3881,17160.975232318477
3882,17313.353617441026
3883,16444.067876196797
3884,7843.552618008855
3885,4427.86274042247
3886,16638.870426213627
